Address,Detail_URL,ID,Monthly Rent,Move In Date,Move Out Date,Lease Term,Short Lease Term,Sublease Permitted,Security Deposit,Property Owner,Property Type,"Location
                                            Sector",Level,City,Bedrooms,Bathrooms,Max Occupancy,Wheel Chair Access,Basement,Laundry,Parking,Number of Parking Spaces,Off-street Parking,Off-street Monthly,Off-street Yearly,On-street Parking,On-street Permit Required,Garage Parking,Garage Monthly,Garage Yearly,Furnished,Fireplace,Air Conditioning,Dishwasher,Stove,Refrigerator,Security System,Backyard,Deck Or Porch,Other Amenities,Pet Deposit,Additional Pet Rent,Additional Dog Rent,Additional Cat Rent,Pets Allowed,Dogs Allowed,Cats Allowed,Pet Deposit Refundable,Water Included,Electric Included,Gas Included,Name,Phone
253 East 19th Avenue Unit G,https://offcampus.osu.edu/search-housing.aspx?property=21118&pricefrom=0&sort=1&alllandlords=0,0000527E,"$1,350.00",08-19-2026,07-31-2027,12 months,No,No,$1350,Hometeam,Apartment,University District: Northeast,Ground Level,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,1,Yes,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,No,Yes,Yes,No,No,No,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1470 Indianola Avenue D,https://offcampus.osu.edu/search-housing.aspx?property=9756&pricefrom=0&sort=1&alllandlords=0,0000261C,"$1,350.00",1/1/2026,7/15/2027,12 Months,No,Yes,$1350,DPG Properties,Apartment,University District: Southeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,Yes,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
1660 North 4th Street 3B,https://offcampus.osu.edu/search-housing.aspx?property=15846&pricefrom=0&sort=1&alllandlords=0,00003DE6,"$1,350.00",8/1/2026,7/15/2027,1 year,No,Yes,$1350,DPG Properties,Apartment,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,Yes,No,Central A/C,Yes,Yes,Yes,No,No,No,"No Pets at this property, however we are pet friendly at most of our other properties.

New laundry facility in the building that is free to the tenants.",$0,$0,$0,$0,No,No,No,No,No,No,No,,
1470 Indianola Avenue A,https://offcampus.osu.edu/search-housing.aspx?property=9679&pricefrom=0&sort=1&alllandlords=0,000025CF,"$1,350.00",8/1/2026,7/15/2027,12 months,No,Yes,$1350,DPG Properties,Apartment,University District: Southeast,Ground Level,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,1,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,,
400 East 15th Avenue B3,https://offcampus.osu.edu/search-housing.aspx?property=15726&pricefrom=0&sort=1&alllandlords=0,00003D6E,"$1,350.00",1/1/2026,7/15/2027,12 months,No,Yes,$1350,DPG Properties,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$500,$50,$0,$0,Yes,Yes,Yes,No,No,No,No,,
400 East 15th Avenue Unit B1,https://offcampus.osu.edu/search-housing.aspx?property=15724&pricefrom=0&sort=1&alllandlords=0,00003D6C,"$1,350.00",08/01/2026,07/15/2027,12 months,No,Yes,$1350,DPG Properties,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",0,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$500,$50,$0,$0,Yes,Yes,No,No,No,No,No,,
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=15662&pricefrom=0&sort=1&alllandlords=0,00003D2E,"$1,350.00",08/01/2026,07/15/2027,12 Months,No,Yes,$1350,DPG Properties,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,None,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,No,Yes,Yes,No,No,Yes,,$500,$50,$0,$0,No,No,No,No,No,No,No,David Galbreath,614-360-8400
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=11997&pricefrom=0&sort=1&alllandlords=0,00002EDD,"$1,350.00",08/01/2026,07/15/2027,12 month,No,Yes,$1350,DPG Properties,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,1,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$500,$50,$0,$0,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
188 West Patterson Avenue Unit K,https://offcampus.osu.edu/search-housing.aspx?property=16973&pricefrom=0&sort=1&alllandlords=0,0000424D,"$1,350.00",08/09/2026,07/31/2027,11.5 Month,No,Yes,$1350,Pella Company,Apartment,University District: Northwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
130 East Woodruff Avenue Unit 2A,https://offcampus.osu.edu/search-housing.aspx?property=16532&pricefrom=0&sort=1&alllandlords=0,00004094,"$1,350.00",08/16/2026,08/06/2027,356 Days,No,Yes,$1350,Pella Company,Apartment,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Central A/C,No,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
56 East Lane Avenue Unit B1,https://offcampus.osu.edu/search-housing.aspx?property=17659&pricefrom=0&sort=1&alllandlords=0,000044FB,"$1,350.00",08/09/2026,07/31/2027,356 Days,No,Yes,$1350,Pella Company,Duplex/Town House,University District: Northeast,Ground Level,"Columbus, OH",2,"1 full, 0 half",3,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$100,No,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
2233 Neil  Avenue Unit G,https://offcampus.osu.edu/search-housing.aspx?property=17339&pricefrom=0&sort=1&alllandlords=0,000043BB,"$1,350.00",08-16-2026,08-09-2027,12 Months,No,Yes,$one month's rent,"OSU Apartments & Rentals, Inc.",House,University District: Northwest,Above Ground,"Columbus, OH",3,"1 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,Yes,Window A/C,Yes,Yes,Yes,Yes,Yes,Yes,"This is a beautiful house, one block from OSU's north campus.  Nearby amenities include a park, tennis courts, and shopping.  The house also boasts two fireplaces, bay windows, and sun room.  Flooring includes:  wooden floors in the kitchen, marble floors in the bathroom, and carpeting throughout the bedrooms.   

Washer / dryer and dishwasher included. Local area network, satellite dish, high speed internet access, and security system are also available/pre-wired but not included in rent. 

This house also includes a large fenced-in backyard with picnic table.  

Permit parking area; on-street parking available.",$$0,$0,$0,$0,No,No,No,Yes,No,No,No,,
2233 Neil Avenue Unit C,https://offcampus.osu.edu/search-housing.aspx?property=20885&pricefrom=0&sort=1&alllandlords=0,00005195,"$1,350.00",08-16-2026,08-09-2027,"August 16, 2026 - August 9, 2027",No,No,$1350,"OSU Apartments & Rentals, Inc.",House,University District: Northwest,Above Ground,"Columbus, OH",3,"1 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,Yes,Yes,Yes,"This is a beautiful house, one block from OSU's north campus.  Nearby amenities include a park, tennis courts, and shopping.  The house also boasts two fireplaces, bay windows, and sun room.  Flooring includes:  wooden floors in the kitchen, marble floors in the bathroom, and carpeting throughout the bedrooms.   

Washer / dryer and dishwasher included. Local area network, satellite dish, high speed internet access, and security system are also available/pre-wired but not included in rent. 

This house also includes a large fenced-in backyard with picnic table.  

Permit parking area; on-street parking available.   Please call to reserve your viewing time today!",$0,$0,$0,$0,No,No,No,No,No,No,No,,
396 East Northwood Avenue,https://offcampus.osu.edu/search-housing.aspx?property=19415&pricefrom=0&sort=1&alllandlords=0,00004BD7,"$1,365.00",7/28/2026,7/12/2027,12 months,No,Yes,$1365,Peak Property Group,Duplex/Town House,University District: Northeast,Above Ground,"Columbus, OH",3,"1 full, 0 half",4,No,Yes,Laundry Hookup,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
133 East Lane Avenue Unit 1A,https://offcampus.osu.edu/search-housing.aspx?property=7016&pricefrom=0&sort=1&alllandlords=0,00001B68,"$1,370.00",8/20/2026,8/05/2027,12 Months,No,No,$1370,Buckeye Real Estate,Apartment,University District: Northeast,Ground Level,"Columbus, OH",2,"1 full, 0 half",3,No,No,None,Yes,1,Yes,n/a,n/a,No,No,No,n/a,n/a,No,No,None,No,Yes,Yes,No,No,No,,$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"1206 N. 4th StreetColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22040&pricefrom=0&sort=1&alllandlords=0,00005618,"$1,375.00 - $2,052.00",02-18-2026,Any,6-18 Months,No,No,$$99 or Full Month Rent,Grant Commons Apartments,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$300,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Irelynn Coy,380-800-6934
"1206 N. 4th StreetColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22039&pricefrom=0&sort=1&alllandlords=0,00005617,"$1,375.00 - $2,052.00",02-18-2026,Any,6-18 Months,No,No,$$99 or Full Month Rent,Grant Commons Apartments,Duplex/Town House,University District: Southeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$300,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Irelynn Coy,380-800-6934
"1206 N. 4th StreetColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=22038&pricefrom=0&sort=1&alllandlords=0,00005616,"$1,375.00 - $2,052.00",02-18-2026,Any,6-18 Months,No,No,$$99 or Full Month Rent,Grant Commons Apartments,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,No,No,,$300,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,Irelynn Coy,380-800-6934
1533 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13396&pricefrom=0&sort=1&alllandlords=0,00003454,"$1,380.00",8/20/26,8/5/27,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microhood,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1531 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13395&pricefrom=0&sort=1&alllandlords=0,00003453,"$1,380.00",8/20/26,8/5/27,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microhood,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1529 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13392&pricefrom=0&sort=1&alllandlords=0,00003450,"$1,380.00",8/20/26,8/5/27,50 Weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microhood,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1525 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13389&pricefrom=0&sort=1&alllandlords=0,0000344D,"$1,380.00",8/20/26,8/5/27,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microhood,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1523 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13387&pricefrom=0&sort=1&alllandlords=0,0000344B,"$1,380.00",8/20/26,8/5/27,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1541 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13399&pricefrom=0&sort=1&alllandlords=0,00003457,"$1,380.00",08/20/2026,08/05/2027,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1537 Worthington Street,https://offcampus.osu.edu/search-housing.aspx?property=13397&pricefrom=0&sort=1&alllandlords=0,00003455,"$1,380.00",08/20/2026,08/05/2027,50 weeks,No,Yes,$1380,Buckeye Real Estate,Duplex/Town House,University District: Southwest,Above Ground,"Columbus, OH",2,"2 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microhood,$$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
2304 1/2 North High Street,https://offcampus.osu.edu/search-housing.aspx?property=9673&pricefrom=0&sort=1&alllandlords=0,000025C9,"$1,385.00",8/20/2026,8/05/2027,12 months,No,Yes,$1385,Buckeye Real Estate,Apartment,University District: Northeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,Yes,Laundry facilities in the building,Yes,2,Yes,$45,n/a,Yes,Yes,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,No,,$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1531 Neil Avenue Unit C,https://offcampus.osu.edu/search-housing.aspx?property=16015&pricefrom=0&sort=1&alllandlords=0,00003E8F,"$1,390.00 - $1,440.00",8/01/26,7/20/2027,1 year,No,No,$1390-1440,Wolf Properties Apartments LLC,Apartment,University District: Southwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,We will issue 1 permit to park in the Lot at NO additional charge.  We will also reimburse Tenant for the cost of 1 on-street parking permit for each Unit to compliment the 1 off-street parking space that is included with each Unit. The unit has a nice large deck overlooking Neil Ave.,$200,$30,$0,$30,Yes,No,Yes,Yes,No,No,No,,
"PO Box 12788Columbus, OH 43212",https://offcampus.osu.edu/search-housing.aspx?property=21357&pricefrom=0&sort=1&alllandlords=0,0000536D,"$1,395.00",02/20/2026,7/01/26,5 months,Yes,Yes,$99,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",3,"2 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,Chelsie Flores,614-360-2020
1332 Courtland Avenue,https://offcampus.osu.edu/search-housing.aspx?property=18563&pricefrom=0&sort=1&alllandlords=0,00004883,"$1,395.00",08/4/2026,7/19/2027,12 months,No,Yes,$1395,Peak Property Group,Apartment,University District: Southeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,No,Laundry facilities in the unit,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING:  www.peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
"PO Box 12788Columbus, OH 43212",https://offcampus.osu.edu/search-housing.aspx?property=21438&pricefrom=0&sort=1&alllandlords=0,000053BE,"$1,395.00",2/1/2026,2/1/2027,12,No,Yes,$99.00,Peak Property Group,Duplex/Town House,Outside University District: Victorian Village,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,Yes,Laundry Hookup,Yes,0,No,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,TO SCHEDULE A SHOWING: www.peakpropertygroup.com,$250.00,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,Chelsie Flores,614-360-2020
250 Chittenden Avenue Unit-2,https://offcampus.osu.edu/search-housing.aspx?property=20484&pricefrom=0&sort=1&alllandlords=0,00005004,"$1,395.00",08/01/2026,07/01/2027,12 months,No,Yes,$99,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,No,Laundry facilities in the unit,Yes,2,Yes,$$95/spot; $150/stall,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,TO SCHEDULE A SHOWING: 614-360-2020/peakpropertygroup.com,$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
24 Chittenden Avenue B,https://offcampus.osu.edu/search-housing.aspx?property=14597&pricefrom=0&sort=1&alllandlords=0,00003905,"$1,395.00",1/15/2026,7/26/2026,6 months,Yes,Yes,$1395,Peak Property Group,Apartment,University District: Central,Above Ground,"Columbus, OH",5,"2 full, 0 half",6,No,No,Laundry facilities in the unit,Yes,0,No,$95.00,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"TO SCHEDULE A SHOWING: 614-360-2020 peakpropertygroup.com 

Close-by parking available for an additional charge!",$250,$35,$35,$35,Yes,Yes,Yes,No,No,No,No,,
380 East Chittenden Avenue,https://offcampus.osu.edu/search-housing.aspx?property=14600&pricefrom=0&sort=1&alllandlords=0,00003908,"$1,400.00",08-15-2026,07-31-2027,12,No,No,$1400,Arch City Properties LLC,Duplex/Town House,University District: Central,Above Ground,"Columbus, OH",3,"2 full, 0 half",3,No,Yes,Laundry facilities in the unit,Yes,3,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,No,Yes,Yes,Yes,Yes,Yes,"The 1st floor includes 2 common living areas along with the kitchen and a full bathroom.  The 3 bedrooms are located on the 2nd floor and each has a big closet.  Another full bathroom is also on this floor.  The onsite Laundry facility is in the basement.  Behind the house you will enjoy green space along with dedicated off street parking spaces.

Please visit http://archcityproperties.weebly.com to schedule a showing and view the lease.",$100,$30,$30,$30,Yes,Yes,Yes,No,No,No,No,,
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=18872&pricefrom=0&sort=1&alllandlords=0,000049B8,"$1,400.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Apartment,University District: Northwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$250,No,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"For full listing details, including a floor plan and extensive pictures, see our website below:

https://osuproperties.com/propview.asp?cat=twobed#164-west-oakland-twobed",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=15601&pricefrom=0&sort=1&alllandlords=0,00003CF1,"$1,400.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Apartment,University District: Northwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$250,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"For full listing details, including a floor plan and extensive pictures, see our website:

https://osuproperties.com/propview.asp?cat=twobed#164-west-oakland-twobed",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
"No Local OfficeColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=15597&pricefrom=0&sort=1&alllandlords=0,00003CED,"$1,400.00 - $700.00",08-15-2026,07-25-2027,11.5 Months,No,Yes,$One Month's Rent,"OSU Properties, George Kanellopoulos",Apartment,University District: Northwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$250,No,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"For full listing details, including a floor plan and extensive pictures, see our website:

https://osuproperties.com/propview.asp?cat=twobed#164-west-oakland-twobed",$0,$0,$0,$0,No,No,No,No,Yes,No,No,Alek Kanellopoulos,614-546-9760
2344 Neil  Avenue,https://offcampus.osu.edu/search-housing.aspx?property=10766&pricefrom=0&sort=1&alllandlords=0,00002A0E,"$1,400.00",8/15/2026,7/31/2027,11.5 Month lease,No,Yes,$1400,"Kohr Royer Griffith, Inc.",Apartment,University District: Northwest,Above Ground,"Columbus, OH",2,"1 full, 0 half",2,No,Yes,Laundry Hookup,Yes,1,Yes,n/a,n/a,Yes,Yes,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$200,$20,$20,$0,Yes,Yes,Yes,Yes,No,No,No,,
"75 S. High StDublin, OH 43017",https://offcampus.osu.edu/search-housing.aspx?property=15668&pricefrom=0&sort=1&alllandlords=0,00003D34,"$1,400.00",02-06-2026,7/15/2026,1 year,Yes,Yes,$1400,DPG Properties,Duplex/Town House,University District: Northeast,Above Ground,"Columbus, OH",2,"1 full, 0 half",4,No,Yes,Laundry facilities in the unit,Yes,0,No,n/a,n/a,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,No,Yes,,$500,$50,$50,$50,Yes,Yes,Yes,No,No,No,No,David Galbreath,614-360-8400
"P.O. Box 20467Columbus, OH 43220",https://offcampus.osu.edu/search-housing.aspx?property=16479&pricefrom=0&sort=1&alllandlords=0,0000405F,"$1,400.00",08-01-2026,07-30-2027,350 days,No,No,$1400,S&G Properties,Apartment,University District: Central,Above Ground,"Columbus, OH",2,"1 full, 0 half",3,No,No,Laundry facilities in the building,Yes,25,Yes,n/a,$700,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"New Website  www.65east18th.com

Brand new Granite kitchens.  Great Central campus location.  This secure building is 150 feet behind McDonalds.  We have secure coded entry locks, AC, and large living areas.  2 & 3 bedroom apartments available.  Text or call to show-614-395-2576.",$0,$0,$0,$0,No,No,No,No,No,No,No,Phil Crawford,614-395-1993
